Tree Index,Found Correct,Top-1 Correct,Top-5 Correct,Top-10 Correct,Rank of Best Correct,Score of Best Correct,Score of Best Overall,Score Ratio,Num Correct Outputs,Total Outputs
0,True,False,True,True,2,-1,-1,1.0,4,5
1,True,True,True,True,1,0.42340087890625,0.42340087890625,1.0,93,119
2,True,True,True,True,1,0.43695068359375,0.43695068359375,1.0,85,99
3,True,True,True,True,1,0.7130126953125,0.7130126953125,1.0,95,97
4,True,False,False,False,20,0.389892578125,0.45916748046875,0.8491293367007843,61,126
5,True,True,True,True,1,0.58099365234375,0.58099365234375,1.0,76,112
6,True,False,False,False,20,0.312255859375,0.46807861328125,0.6671013169904811,10,103
7,True,True,True,True,1,0.6669921875,0.6669921875,1.0,40,87
8,True,True,True,True,1,0.686767578125,0.686767578125,1.0,102,107
9,True,False,False,False,56,0.177978515625,0.43426513671875,0.40983836964160225,26,102
10,True,True,True,True,1,1.0,1.0,1.0,64,102
11,True,True,True,True,1,1.0,1.0,1.0,52,97
12,True,True,True,True,1,0.5657958984375,0.5657958984375,1.0,39,115
13,True,False,False,True,7,0.48931884765625,0.56060791015625,0.8728361458900381,60,121
14,True,False,False,True,10,0.384033203125,1.0,0.384033203125,23,95
15,True,True,True,True,1,1.0,1.0,1.0,104,105
16,True,False,True,True,3,0.6109619140625,0.64404296875,0.9486353297952995,91,96
17,True,False,False,True,8,0.356689453125,0.40863037109375,0.8728902165795369,53,118
18,True,True,True,True,1,0.554962158203125,0.554962158203125,1.0,38,111
19,True,True,True,True,1,0.796875,0.796875,1.0,109,110
20,True,True,True,True,1,0.3717041015625,0.3717041015625,1.0,67,115
21,True,False,True,True,3,0.461395263671875,0.61749267578125,0.7472076702579816,45,109
22,True,True,True,True,1,0.539398193359375,0.539398193359375,1.0,82,106
23,True,True,True,True,1,0.456787109375,0.456787109375,1.0,38,99
24,True,True,True,True,1,0.37451171875,0.37451171875,1.0,65,113
