Tree Index,Found Correct,Top-1 Correct,Top-5 Correct,Top-10 Correct,Rank of Best Correct,Score of Best Correct,Score of Best Overall,Score Ratio,Num Correct Outputs,Total Outputs
0,True,True,True,True,1,-1,-1,1.0,11,11
1,True,True,True,True,1,0.2855224609375,0.2855224609375,1.0,95,96
2,True,True,True,True,1,0.3045654296875,0.3045654296875,1.0,92,95
3,True,True,True,True,1,0.6619873046875,0.6619873046875,1.0,91,99
4,True,False,True,True,4,0.460662841796875,0.58135986328125,0.7923884514435695,19,96
5,True,False,False,False,64,0.115966796875,0.4212646484375,0.275282526803825,4,94
6,True,True,True,True,1,0.66357421875,0.66357421875,1.0,74,116
7,True,True,True,True,1,0.676513671875,0.676513671875,1.0,101,105
8,True,False,True,True,3,0.4119873046875,0.43377685546875,0.9497678345293372,15,118
9,True,False,False,False,29,0.28515625,0.40472412109375,0.7045694465389836,7,69
10,True,True,True,True,1,1.0,1.0,1.0,99,125
11,True,True,True,True,1,0.651611328125,0.651611328125,1.0,63,86
12,True,True,True,True,1,0.4613037109375,0.4613037109375,1.0,27,96
13,True,True,True,True,1,0.4547119140625,0.4547119140625,1.0,42,107
14,True,True,True,True,1,0.57476806640625,0.57476806640625,1.0,110,111
15,True,False,False,False,39,0.480010986328125,0.6842041015625,0.7015611061552186,30,107
16,True,False,False,False,40,0.210693359375,0.4695587158203125,0.44870503363337993,21,113
17,True,True,True,True,1,0.635498046875,0.635498046875,1.0,49,101
18,True,False,False,False,11,0.439697265625,1.0,0.439697265625,36,100
19,True,False,False,True,6,0.3463134765625,0.3599853515625,0.9620210240759579,45,112
20,True,True,True,True,1,0.7115478515625,0.7115478515625,1.0,103,104
21,True,False,True,True,2,0.5010519027709961,0.5078010559082031,0.986709060450581,55,83
22,True,True,True,True,1,0.802490234375,0.802490234375,1.0,87,94
23,True,True,True,True,1,1.0,1.0,1.0,96,125
24,True,True,True,True,1,0.567138671875,0.567138671875,1.0,59,110
